Id,NAME,CATEGORY,ICON,DETAIL ICON,BLOCK COST,"SIGNAL(0=없음,1=신호발신,2=신호수신,3=신호송수신)","ATTRIBUTE(0=없음,1=조명,2=액체,3=몬스터,4=아이템,5=캐릭터,6=논리 회로,7=특수효과, 8=단,9=경사,10=역경사)",THEME,HELP QUERY,"TAG(0=NONE, 1=NEW, 2=UPDATE)",테마 코멘트,국가(제외) 코멘트,국가(변경) 코멘트
132,COLORBOX_PINK_04,0,voxel/icon/normal/colorbox_pink_04.tga,,0,0,0,0,,0,,,
133,COLORBOX_PINK_05,0,voxel/icon/normal/colorbox_pink_05.tga,,0,0,0,0,,0,,,
134,COLORBOX_CYAN_01,0,voxel/icon/normal/colorbox_cyan_01.tga,,0,0,0,0,,0,,,
135,COLORBOX_CYAN_02,0,voxel/icon/normal/colorbox_cyan_02.tga,,0,0,0,0,,0,,,
136,COLORBOX_CYAN_03,0,voxel/icon/normal/colorbox_cyan_03.tga,,0,0,0,0,,0,,,
137,COLORBOX_CYAN_04,0,voxel/icon/normal/colorbox_cyan_04.tga,,0,0,0,0,,0,,,
138,COLORBOX_CYAN_05,0,voxel/icon/normal/colorbox_cyan_05.tga,,0,0,0,0,,0,,,
139,COLORBOX_BROWN_01,0,voxel/icon/normal/colorbox_brown_01.tga,,0,0,0,0,,0,,,
140,COLORBOX_BROWN_02,0,voxel/icon/normal/colorbox_brown_02.tga,,0,0,0,0,,0,,,
141,COLORBOX_BROWN_03,0,voxel/icon/normal/colorbox_brown_03.tga,,0,0,0,0,,0,,,
142,COLORBOX_BROWN_04,0,voxel/icon/normal/colorbox_brown_04.tga,,0,0,0,0,,0,,,
143,COLORBOX_BROWN_05,0,voxel/icon/normal/colorbox_brown_05.tga,,0,0,0,0,,0,,,
1,COLORBOX_GRAY_01,0,voxel/icon/normal/colorbox_gray_01.tga,,0,0,0,0,,0,,,
144,COLORBOX_GRAY_02,0,voxel/icon/normal/colorbox_gray_02.tga,,0,0,0,0,,0,,,
145,COLORBOX_GRAY_03,0,voxel/icon/normal/colorbox_gray_03.tga,,0,0,0,0,,0,,,
146,COLORBOX_GRAY_04,0,voxel/icon/normal/colorbox_gray_04.tga,,0,0,0,0,,0,,,
2,COLORBOX_GRAY_05,0,voxel/icon/normal/colorbox_gray_05.tga,,0,0,0,0,,0,,,
164,NUMBER_WHITE_0,0,voxel/icon/normal/W0.tga,,0,0,0,0,,0,,,
165,NUMBER_WHITE_1,0,voxel/icon/normal/W1.tga,,0,0,0,0,,0,,,
166,NUMBER_WHITE_2,0,voxel/icon/normal/W2.tga,,0,0,0,0,,0,,,
167,NUMBER_WHITE_3,0,voxel/icon/normal/W3.tga,,0,0,0,0,,0,,,
168,NUMBER_WHITE_4,0,voxel/icon/normal/W4.tga,,0,0,0,0,,0,,,
169,NUMBER_WHITE_5,0,voxel/icon/normal/W5.tga,,0,0,0,0,,0,,,
170,NUMBER_WHITE_6,0,voxel/icon/normal/W6.tga,,0,0,0,0,,0,,,
171,NUMBER_WHITE_7,0,voxel/icon/normal/W7.tga,,0,0,0,0,,0,,,
172,NUMBER_WHITE_8,0,voxel/icon/normal/W8.tga,,0,0,0,0,,0,,,
173,NUMBER_WHITE_9,0,voxel/icon/normal/W9.tga,,0,0,0,0,,0,,,
174,NUMBER_BLACK_0,0,voxel/icon/normal/B0.tga,,0,0,0,0,,0,,,
175,NUMBER_BLACK_1,0,voxel/icon/normal/B1.tga,,0,0,0,0,,0,,,
176,NUMBER_BLACK_2,0,voxel/icon/normal/B2.tga,,0,0,0,0,,0,,,
177,NUMBER_BLACK_3,0,voxel/icon/normal/B3.tga,,0,0,0,0,,0,,,
178,NUMBER_BLACK_4,0,voxel/icon/normal/B4.tga,,0,0,0,0,,0,,,
179,NUMBER_BLACK_5,0,voxel/icon/normal/B5.tga,,0,0,0,0,,0,,,
180,NUMBER_BLACK_6,0,voxel/icon/normal/B6.tga,,0,0,0,0,,0,,,
181,NUMBER_BLACK_7,0,voxel/icon/normal/B7.tga,,0,0,0,0,,0,,,
182,NUMBER_BLACK_8,0,voxel/icon/normal/B8.tga,,0,0,0,0,,0,,,
183,NUMBER_BLACK_9,0,voxel/icon/normal/B9.tga,,0,0,0,0,,0,,,
5,ASSAULT_A_GROUND01,0,voxel/icon/normal/assault_a_ground01.tga,,0,0,0,0,,0,,,
1041,SOCCER_BB_ASPHALT_B01,0,voxel/icon/normal/soccer_bb_asphalt_b01.tga,,0,0,0,8109,,0,soccer,,
1042,SOCCER_BB_ASPHALT_B03,0,voxel/icon/normal/soccer_bb_asphalt_b03.tga,,0,0,0,8109,,0,soccer,,
1043,SOCCER_BB_ASPHALT_B04,0,voxel/icon/normal/soccer_bb_asphalt_b04.tga,,0,0,0,8109,,0,soccer,,
1044,SOCCER_BB_ASPHALT_B05,0,voxel/icon/normal/soccer_bb_asphalt_b05.tga,,0,0,0,8109,,0,soccer,,
6,ASSAULT_A_GROUND02,0,voxel/icon/normal/assault_a_ground02.tga,,0,0,0,0,,0,,,
7,ASSAULT_A_GROUND03,0,voxel/icon/normal/assault_a_ground03.tga,,0,0,0,0,,0,,,
1037,SOCCER_BB_ASPHALT_A01,0,voxel/icon/normal/soccer_bb_asphalt_a01.tga,,0,0,0,8109,,0,soccer,,
1038,SOCCER_BB_ASPHALT_A03,0,voxel/icon/normal/soccer_bb_asphalt_a03.tga,,0,0,0,8109,,0,soccer,,
1039,SOCCER_BB_ASPHALT_A04,0,voxel/icon/normal/soccer_bb_asphalt_a04.tga,,0,0,0,8109,,0,soccer,,
1040,SOCCER_BB_ASPHALT_A05,0,voxel/icon/normal/soccer_bb_asphalt_a05.tga,,0,0,0,8109,,0,soccer,,
8,ASSAULT_A_BOARDBLOCK01,0,voxel/icon/normal/assault_a_boardblock01.tga,,0,0,8,0,page=block.txt&scroll=eblock,0,,,
9,ASSAULT_A_TILEGROUND01,0,voxel/icon/normal/assault_a_tileground01.tga,,0,0,0,0,,0,,,
10,ASSAULT_A_STAIR01,0,voxel/icon/normal/assault_a_stair01.tga,,0,0,8,0,page=block.txt&scroll=eblock,0,,,
11,ASSAULT_A_WALL01,0,voxel/icon/normal/assault_a_wall01.tga,,0,0,0,0,,0,,,
12,ASSAULT_A_WALLSLOPE01,0,voxel/icon/normal/assault_a_wall01_s.tga,,0,0,9,0,,0,,,
13,ASSAULT_A_WALLSLOPE01_R,0,voxel/icon/normal/assault_a_wall01_r.tga,,0,0,10,0,,0,,,
14,ASSAULT_A_WALL02,0,voxel/icon/normal/assault_a_wall02.tga,,0,0,0,0,,0,,,
15,ASSAULT_A_WALL03,0,voxel/icon/normal/assault_a_wall03.tga,,0,0,0,0,,0,,,
19,ASSAULT_A_WALL08_SLOPE,0,voxel/icon/normal/assault_a_wall03_s.tga,,0,0,9,0,,0,,,
20,ASSAULT_A_WALL08_SLOPE_R,0,voxel/icon/normal/assault_a_wall03_r.tga,,0,0,10,0,,0,,,
16,ASSAULT_A_WALL05,0,voxel/icon/normal/assault_a_wall05.tga,,0,0,0,0,,0,,,
17,ASSAULT_A_WALL06,0,voxel/icon/normal/assault_a_wall06.tga,,0,0,0,0,,0,,,
18,ASSAULT_A_WALL07,0,voxel/icon/normal/assault_a_wall08.tga,,0,0,0,0,,0,,,
22,ASSAULT_A_MATALFENCE01,0,voxel/icon/normal/assault_a_matalfence01_front_B0.tga,,0,0,0,0,,0,,,
23,ASSAULT_A_MATALFENCE02,0,voxel/icon/normal/assault_a_matalfence01_front_B1.tga,,0,0,0,0,,0,,,
25,ASSAULT_A_MATALFENCE03,0,voxel/icon/normal/assault_a_matalfence03_front_A0.tga,,0,0,0,0,,0,,,
26,ASSAULT_A_MATALFENCE04,0,voxel/icon/normal/assault_a_matalfence03_front_A1.tga,,0,0,0,0,,0,,,
27,ASSAULT_A_WALL09,0,voxel/icon/normal/assault_a_wall09.tga,,0,0,0,0,,0,,,
28,ASSAULT_A_TILEGROUND02_SLOPE,0,voxel/icon/normal/assault_a_tileground01_s.tga,,0,0,9,0,,0,,,
29,ASSAULT_A_TILEGROUND02_SLOPE_R,0,voxel/icon/normal/assault_a_tileground01_r.tga,,0,0,10,0,,0,,,
57,ASSAULT_A_VENTILATION03,0,voxel/icon/normal/assault_a_ventilation02.tga,,0,0,0,0,,0,,,
31,ASSAULT_A_VENTILATION01,0,voxel/icon/normal/assault_a_ventilation01.tga,,0,0,0,0,,0,,,
32,ASSAULT_A_VENTILATION02,0,voxel/icon/normal/assault_a_ventilation01_p.tga,,0,0,0,0,page=block.txt&scroll=eblock,0,,,
30,ASSAULT_A_DOORROLLUP01,0,voxel/icon/normal/assault_a_doorrollup01.tga,,0,0,0,0,,0,,,
33,ASSAULT_A_MATALWALL01,0,voxel/icon/normal/assault_a_matalwall01.tga,,0,0,0,0,,0,,,
34,ASSAULT_A_WALL10,0,voxel/icon/normal/assault_a_wall10.tga,,0,0,0,0,,0,,,
35,ASSAULT_A_WALL11,0,voxel/icon/normal/assault_a_wall11.tga,,0,0,0,0,,0,,,
36,ASSAULT_A_WALL12,0,voxel/icon/normal/assault_a_wall12.tga,,0,0,0,0,,0,,,
37,ASSAULT_A_WALL13,0,voxel/icon/normal/assault_a_wall13.tga,,0,0,0,0,,0,,,
38,ASSAULT_A_TILEGROUND03,0,voxel/icon/normal/assault_a_tileground04.tga,,0,0,0,0,,0,,,
39,ASSAULT_A_WALL14,0,voxel/icon/normal/assault_a_wall14.tga,,0,0,0,0,,0,,,
40,ASSAULT_A_BRIDGE01,0,voxel/icon/normal/assault_a_bridge01.tga,,0,0,0,0,,0,,,
41,ASSAULT_A_BRIDGE02_SLOPE,0,voxel/icon/normal/assault_a_bridge01_s.tga,,0,0,9,0,,0,,,
42,ASSAULT_A_BRIDGE02_SLOPE_R,0,voxel/icon/normal/assault_a_bridge01_r.tga,,0,0,10,0,,0,,,
43,ASSAULT_B_WALL08,0,voxel/icon/normal/assault_b_wall08.tga,,0,0,0,0,,0,,,
52,ASSAULT_B_WALLSLOPE01,0,voxel/icon/normal/assault_b_wall08_s.tga,,0,0,9,0,,0,,,
53,ASSAULT_B_WALLSLOPE01_R,0,voxel/icon/normal/assault_b_wall08_r.tga,,0,0,10,0,,0,,,
44,ASSAULT_B_WALL05,0,voxel/icon/normal/assault_b_wall05.tga,,0,0,0,0,,0,,,
45,ASSAULT_B_WALL02,0,voxel/icon/normal/assault_b_wall02.tga,,0,0,0,0,,0,,,
46,ASSAULT_B_WALL02UP,0,voxel/icon/normal/assault_b_wall02up.tga,,0,0,0,0,,0,,,
47,ASSAULT_B_WALL07,0,voxel/icon/normal/assault_b_wall07.tga,,0,0,0,0,,0,,,
48,ASSAULT_B_WALL01,0,voxel/icon/normal/assault_b_wall01.tga,,0,0,0,0,,0,,,
49,ASSAULT_B_WIN09B,0,voxel/icon/normal/assault_b_win09b.tga,,0,0,0,0,,0,,,
50,ASSAULT_B_WIN10,0,voxel/icon/normal/assault_b_win10.tga,,0,0,0,0,,0,,,
51,ASSAULT_B_WIN11,0,voxel/icon/normal/assault_b_win11.tga,,0,0,0,0,,0,,,
21,ASSAULT_A_WINDOW01,0,voxel/icon/normal/assault_a_window01.tga,,0,0,0,0,,0,,,
55,ASSAULT_A_BIGMATALBOX01,0,voxel/icon/normal/assault_a_bigmatalbox01.tga,,0,0,0,0,,0,,,
56,ASSAULT_A_WOODBOX01,0,voxel/icon/normal/assault_a_woodbox01.tga,,0,0,0,0,,0,,,
94,ASSAULT_RED_CONTAINER,0,voxel/icon/normal/assault_red_container_f.tga,,0,0,0,0,,0,,,
96,ASSAULT_BLUE_CONTAINER,0,voxel/icon/normal/assault_blue_container_f.tga,,0,0,0,0,,0,,,
150,ASSAULT_A_TRAINROAD01,0,voxel/icon/normal/assault_a_trainroad01.tga,,0,0,0,0,,0,,,
151,ASSAULT_A_TRAINROAD02,0,voxel/icon/normal/assault_a_trainroad02.tga,,0,0,0,0,,0,,,
152,ASSAULT_A_TRAINROAD03,0,voxel/icon/normal/assault_a_trainroad03.tga,,0,0,0,0,,0,,,
185,DUST2_A_GROUND01,0,voxel/icon/normal/dust2_a_ground01.tga,,0,0,0,0,,0,,,
191,DUST2_A_GROUNDSLOPE01,0,voxel/icon/normal/dust2_a_ground01_s.tga,,0,0,9,0,,0,,,
212,DUST2_A_GROUNDSLOPE01_R,0,voxel/icon/normal/dust2_a_ground01_r.tga,,0,0,10,0,,0,,,
1045,SOCCER_BB_GROUND_A01,0,voxel/icon/normal/soccer_bb_ground_a01.tga,,0,0,0,8109,,0,soccer,,
1046,SOCCER_BB_GROUND_A03,0,voxel/icon/normal/soccer_bb_ground_a03.tga,,0,0,0,8109,,0,soccer,,
1047,SOCCER_BB_GROUND_A04,0,voxel/icon/normal/soccer_bb_ground_a04.tga,,0,0,0,8109,,0,soccer,,
1048,SOCCER_BB_GROUND_A05,0,voxel/icon/normal/soccer_bb_ground_a05.tga,,0,0,0,8109,,0,soccer,,
184,DUST2_A_WALL01,0,voxel/icon/normal/dust2_a_wall01.tga,,0,0,0,0,,0,,,
197,DUST2_A_WALL01SLOPE02,0,voxel/icon/normal/dust2_a_wall01_s.tga,,0,0,9,0,,0,,,
216,DUST2_A_WALL01SLOPE02_R,0,voxel/icon/normal/dust2_a_wall01_r.tga,,0,0,10,0,,0,,,
193,DUST2_A_GROUND03,0,voxel/icon/normal/dust2_a_ground03.tga,,0,0,0,0,,0,,,
194,DUST2_A_GROUNDSLOPE03,0,voxel/icon/normal/dust2_a_ground03_s.tga,,0,0,9,0,,0,,,
214,DUST2_A_GROUNDSLOPE03_R,0,voxel/icon/normal/dust2_a_ground03_r.tga,,0,0,10,0,,0,,,
186,DUST2_A_GROUND02,0,voxel/icon/normal/dust2_a_ground02.tga,,0,0,0,0,,0,,,
192,DUST2_A_GROUNDSLOPE02,0,voxel/icon/normal/dust2_a_ground02_s.tga,,0,0,9,0,,0,,,
213,DUST2_A_GROUNDSLOPE02_R,0,voxel/icon/normal/dust2_a_ground02_r.tga,,0,0,10,0,,0,,,
187,DUST2_A_WALL02,0,voxel/icon/normal/dust2_a_wall02.tga,,0,0,0,0,,0,,,
188,DUST2_A_WALL03,0,voxel/icon/normal/dust2_a_wall03.tga,,0,0,0,0,,0,,,
195,DUST2_A_WALL03SLOPE01,0,voxel/icon/normal/dust2_a_wall03_s.tga,,0,0,9,0,,0,,,
215,DUST2_A_WALL03SLOPE01_R,0,voxel/icon/normal/dust2_a_wall03_r.tga,,0,0,10,0,,0,,,
217,DUST2_A_FENCE01,0,voxel/icon/normal/dust2_a_fence01_front_B0.tga,,0,0,0,0,,0,,,
218,DUST2_A_FENCE02,0,voxel/icon/normal/dust2_a_fence01_front_B1.tga,,0,0,0,0,,0,,,
219,DUST2_A_STAIR01,0,voxel/icon/normal/dust2_a_stair01_p.tga,,0,0,8,0,page=block.txt&scroll=eblock,0,,,
190,DUST2_A_WINDOW01,0,voxel/icon/normal/dust2_a_window01.tga,,0,0,0,0,,0,,,
199,DUST2_A_BIGBOX01,0,voxel/icon/normal/dust2_a_bigbox01.tga,,0,0,0,0,,0,,,
253,TOWN_A_BOARDBLOCK01,0,voxel/icon/normal/town_a_boardblock01.tga,,0,0,0,0,,0,,,
254,TOWN_A_BOARDBLOCK02,0,voxel/icon/normal/town_a_boardblock02.tga,,0,0,0,0,,0,,,
255,TOWN_A_GROUND01,0,voxel/icon/normal/town_a_ground01.tga,,0,0,0,0,,0,,,
256,TOWN_A_GROUND02,0,voxel/icon/normal/town_a_ground02.tga,,0,0,0,0,,0,,,
257,TOWN_A_WALL01,0,voxel/icon/normal/town_a_wall01.tga,,0,0,0,0,,0,,,
258,TOWN_A_WALL02,0,voxel/icon/normal/town_a_wall02.tga,,0,0,0,0,,0,,,
259,TOWN_A_WALL03,0,voxel/icon/normal/town_a_wall03.tga,,0,0,0,0,,0,,,
260,TOWN_A_GROUND03,0,voxel/icon/normal/town_a_ground03.tga,,0,0,0,0,,0,,,
261,TOWN_A_GROUND04,0,voxel/icon/normal/town_a_ground04.tga,,0,0,0,0,,0,,,
262,TOWN_A_GROUND05,0,voxel/icon/normal/town_a_ground05.tga,,0,0,0,0,,0,,,
263,TOWN_A_GROUND06,0,voxel/icon/normal/town_a_ground06.tga,,0,0,0,0,,0,,,
1028,SOCCER_BB_GRASS_A01,0,voxel/icon/normal/soccer_bb_grass_a01.tga,,0,0,0,8109,,0,soccer,,
1029,SOCCER_BB_GRASS_A03,0,voxel/icon/normal/soccer_bb_grass_a03.tga,,0,0,0,8109,,0,soccer,,
1030,SOCCER_BB_GRASS_A04,0,voxel/icon/normal/soccer_bb_grass_a04.tga,,0,0,0,8109,,0,soccer,,
1031,SOCCER_BB_GRASS_A05,0,voxel/icon/normal/soccer_bb_grass_a05.tga,,0,0,0,8109,,0,soccer,,
1032,SOCCER_BB_GRASS_B00,0,voxel/icon/normal/soccer_bb_grass_b00.tga,,0,0,0,8109,,0,soccer,,
1033,SOCCER_BB_GRASS_B01,0,voxel/icon/normal/soccer_bb_grass_b01.tga,,0,0,0,8109,,0,soccer,,
1034,SOCCER_BB_GRASS_B03,0,voxel/icon/normal/soccer_bb_grass_b03.tga,,0,0,0,8109,,0,soccer,,
1035,SOCCER_BB_GRASS_B04,0,voxel/icon/normal/soccer_bb_grass_b04.tga,,0,0,0,8109,,0,soccer,,
1036,SOCCER_BB_GRASS_B05,0,voxel/icon/normal/soccer_bb_grass_b05.tga,,0,0,0,8109,,0,soccer,,
264,TOWN_A_WALL04,0,voxel/icon/normal/town_a_wall04.tga,,0,0,0,0,,0,,,
306,TOWN_A_FLOOR10,0,voxel/icon/normal/town_a_floor10.tga,,0,0,0,0,,0,,,
265,TOWN_A_FLOOR01,0,voxel/icon/normal/town_a_floor01.tga,,0,0,0,0,,0,,,
290,TOWN_A_FLOOR08,0,voxel/icon/normal/town_a_floor08.tga,,0,0,0,0,,0,,,
266,TOWN_A_FLOOR02,0,voxel/icon/normal/town_a_floor02.tga,,0,0,0,0,,0,,,
267,TOWN_A_FLOOR03,0,voxel/icon/normal/town_a_floor03.tga,,0,0,0,0,,0,,,
268,TOWN_A_FLOOR04,0,voxel/icon/normal/town_a_floor04.tga,,0,0,0,0,,0,,,
269,TOWN_A_FLOOR05,0,voxel/icon/normal/town_a_floor05.tga,,0,0,0,0,,0,,,
270,TOWN_A_FLOOR06,0,voxel/icon/normal/town_a_floor06.tga,,0,0,0,0,,0,,,
271,TOWN_A_CROSSWALK01,0,voxel/icon/normal/town_a_crosswalk01.tga,,0,0,0,0,,0,,,
272,TOWN_A_STAIR01,0,voxel/icon/normal/town_a_stair01.tga,,0,0,8,0,page=block.txt&scroll=eblock,0,,,
276,TOWN_A_STAIR01_SLOPE,0,voxel/icon/normal/town_a_stair01_s.tga,,0,0,9,0,,0,,,
277,TOWN_A_STAIR01_SLOPE_R,0,voxel/icon/normal/town_a_stair01_r.tga,,0,0,10,0,,0,,,
273,TOWN_A_FLOOR07,0,voxel/icon/normal/town_a_floor07.tga,,0,0,0,0,,0,,,
274,TOWN_A_WALL05,0,voxel/icon/normal/town_a_wall05.tga,,0,0,0,0,,0,,,
275,TOWN_A_WALL06,0,voxel/icon/normal/town_a_wall06.tga,,0,0,0,0,,0,,,
278,TOWN_A_WIN01_1X1X1,0,voxel/icon/normal/town_a_win01_1x1x1_front.tga,,0,0,0,0,,0,,,
280,TOWN_A_WIN01_3X1X3,0,voxel/icon/normal/town_a_win01_3x1x3_front.tga,,0,0,0,0,,0,,,
296,TOWN_A_WIN02_1X1X1,0,voxel/icon/normal/town_a_win02_1x1x1_front.tga,,0,0,0,0,,0,,,
295,TOWN_A_WIN02_3X1X3,0,voxel/icon/normal/town_a_win02_3x1x3_front.tga,,0,0,0,0,,0,,,
655,SAND_A_WINGROUND01,0,voxel/icon/normal/sand_a_winground01.tga,,0,0,8,0,page=block.txt&scroll=eblock,0,,,
656,COMMON_A_WIN01,0,voxel/icon/normal/common_a_win01.tga,,0,0,0,0,,0,,,
281,TOWN_A_WALL07,0,voxel/icon/normal/town_a_wall07.tga,,0,0,0,0,,0,,,
282,TOWN_A_WALL08,0,voxel/icon/normal/town_a_wall08.tga,,0,0,0,0,,0,,,
283,TOWN_A_WALL09,0,voxel/icon/normal/town_a_wall09.tga,,0,0,0,0,,0,,,
284,TOWN_A_WALL10,0,voxel/icon/normal/town_a_wall10.tga,,0,0,0,0,,0,,,
285,TOWN_A_WALLSLOPE10,0,voxel/icon/normal/town_a_wall10_s.tga,,0,0,9,0,,0,,,
286,TOWN_A_WALLSLOPE10_R,0,voxel/icon/normal/town_a_wall10_r.tga,,0,0,10,0,,0,,,
287,TOWN_A_FENCE01_A0,0,voxel/icon/normal/town_a_fence01_A0.tga,,0,0,0,0,,0,,,
359,TOWN_A_FENCE01_A1,0,voxel/icon/normal/town_a_fence01_A1.tga,,0,0,0,0,,0,,,
288,TOWN_A_FENCE02_B0,0,voxel/icon/normal/town_a_fence02_B0.tga,,0,0,0,0,,0,,,
289,TOWN_A_FENCE02_B1,0,voxel/icon/normal/town_a_fence02_B1.tga,,0,0,0,0,,0,,,
300,TOWN_A_FENCE03_B0,0,voxel/icon/normal/town_a_fence03_B0.tga,,0,0,0,0,,0,,,
301,TOWN_A_FENCE03_B1,0,voxel/icon/normal/town_a_fence03_B1.tga,,0,0,0,0,,0,,,
657,COMMON_A_IRONGROUND01,0,voxel/icon/normal/common_a_ironground01.tga,,0,0,8,0,page=block.txt&scroll=eblock,0,,,
291,TOWN_A_STAIR02,0,voxel/icon/normal/town_a_stair02.tga,,0,0,8,0,page=block.txt&scroll=eblock,0,,,
292,TOWN_A_STAIR02_SLOPE,0,voxel/icon/normal/town_a_stair02_s.tga,,0,0,9,0,,0,,,
293,TOWN_A_STAIR02_SLOPE_R,0,voxel/icon/normal/town_a_stair02_r.tga,,0,0,10,0,,0,,,
297,TOWN_A_WALL11,0,voxel/icon/normal/town_a_wall11.tga,,0,0,0,0,,0,,,
298,TOWN_A_WALL12,0,voxel/icon/normal/town_a_wall12.tga,,0,0,0,0,,0,,,
299,TOWN_A_WALL13,0,voxel/icon/normal/town_a_wall13.tga,,0,0,0,0,,0,,,
318,TOWN_A_WALL13_SLOPE,0,voxel/icon/normal/town_a_wall13_s.tga,,0,0,9,0,,0,,,
319,TOWN_A_WALL13_SLOPE_R,0,voxel/icon/normal/town_a_wall13_r.tga,,0,0,10,0,,0,,,
302,TOWN_A_WALL14,0,voxel/icon/normal/town_a_wall14.tga,,0,0,0,0,,0,,,
303,TOWN_A_FLOOR09,0,voxel/icon/normal/town_a_floor09.tga,,0,0,0,0,,0,,,
304,TOWN_A_GROUND07,0,voxel/icon/normal/town_a_ground07.tga,,0,0,0,0,,0,,,
305,TOWN_A_GROUND08,0,voxel/icon/normal/town_a_ground08.tga,,0,0,0,0,,0,,,
307,TOWN_C_WALL01,0,voxel/icon/normal/town_c_wall01.tga,,0,0,0,0,,0,,,
308,TOWN_C_WALL02,0,voxel/icon/normal/town_c_wall02.tga,,0,0,0,0,,0,,,
309,TOWN_C_WALL03,0,voxel/icon/normal/town_c_wall03.tga,,0,0,0,0,,0,,,
310,TOWN_C_WALL04,0,voxel/icon/normal/town_c_wall04.tga,,0,0,0,0,,0,,,
313,TOWN_C_WALL04_SLOPE,0,voxel/icon/normal/town_c_wall04_s.tga,,0,0,9,0,,0,,,
314,TOWN_C_WALL04_SLOPE_R,0,voxel/icon/normal/town_c_wall04_r.tga,,0,0,10,0,,0,,,
311,TOWN_C_FLOOR01,0,voxel/icon/normal/town_c_floor01.tga,,0,0,0,0,,0,,,
