;map_id, map_name, map_filename, map_original, map_deathmode, map_teamdeathmode, map_bot_original, map_bot_deathmode, map_bot_teamdeathmod,official,official_tiebreak,map_zombi,weapon_restrict_deault,weapon_restrict_none,weapon_restrict_noawp,weapon_resctrict_classic,weapon_restrict_sniper,weapon_restrict_pistol,weapon_restrict_knife,weapon_restrict_noflash,weapon_restrict_awp,bright,skybox,density,density_r,density_g,density_b,server_limit,max_player,d3d_bright,c4pos,map_zombi_expand,ExpLimit,PointLimit,event_map,weapon_restrict_fragonly,map_zombi_team,ZBTbright,ZBTskybox,ZBTdensity,ZBTdensity_r,ZBTdensity_g,ZBTdensity_b,ZBTd3d_bright,map_challenge,map_zombi_team_ann,map_zombi_3,map_zombie_survival,Scen_CountType_1ST,Scen_CountType_2ND,Scen_CountType_3RD,Scen_Rank_Clear,map_sort,ExtraInfo,map_soccer,ball_max,ball_default,map_human_scenario,SubType,PVPVE,"Orginal_Mission(1=����, 2=����, 3=����, 4=�ϻ�)","Weapon_Tag (1=Į��, 2=AWP, 3=����, 4=�ϵ�, 5=�ͽ�Ʈ��, 6=����������, 7=��������)",map_FunMode,"Fun_Subtype(�౸ 16, ç���� 12, �������� 19, ����ī�� 21, ��Ż�Ʒ��� 18, ����Ʈ�ߵ� 31, ��Ʈ 27, ���絥�� 34, ������� 37)",map_GDM,map_Basic,map_BZM,�ó����� ����,"���� �м���(0=������, 1=����)",map_BattleRush,map_ZombieShelter,map_ZombieEscape,map_Snowman,"Snowman_Subtype(1=Original, 2=��������ġ)",map_shelterteam,���� PVE ������ ���� ��,map_Zombie4,map_matching,map_ZombieGiant,map_Zombie_Exterminate,map_matching_Zombie_Exterminate,map_standalone,1��PVE �޼�����ǥ,weapon_restrict_shotgun,Zombieofficial,Zombieofficial_tiebreak,ZombieTag,ModeEventMap,allstar,playroom,season original,season zombie ex,season zombie hero,map_zombi_3z,playroom_modeID,map_zombietouchdown,season touchdown,prop_hunt,map_partner,map_zhe,vxlzshelter,zombi_5,ZSmaxDifficulty,scenariotx,zb_competitive,zb_teamcontrol,map_tdm_supersoldier
146,#CSO_evacuate1,zs_evacuate1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,o,zs5AE,0.0004,97,109,121,0,10,o,,0,3.3,3.3,,0,0,i,zs5AE,0.0004,97,109,121,o,0,0,0,10007,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
147,#CSO_evacuate2,zs_evacuate2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,an,,,,,0,10,q,,,,,,0,0,q,an,,,,,q,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
148,#CSO_evacuate3,zs_evacuate3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,i,hs4_,0.0004,80,76,61,0,10,o,,0,3.3,3.3,,0,0,i,hs4_,0.0004,80,76,61,o,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
149,#CSO_iceworld,fy_iceworld,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,0,20,,,0,0.41,0.44,,0,0,,,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,,,,,20149,0,0,,,,,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,#CSO_hellride_pve,zsh_hellride_pve,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,o,trainyard,0,225,225,225,0,4,o,,0,1,1,,0,0,o,trainyard,225,225,225,0,o,0,0,0,0,0,0,0,0,0,,0,,,0,,0,,,,,0,0,0,,,,,,,,10004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,#CSO_splash,zg_splash,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,0,12,,,0,0.5,1,,0,0,,,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,0,10002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,#cso_nightmare4_kr,zs_nightmare4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p,snowlake_,,,,,0,10,p,,0,1,1,,0,0,p,snowlake_,,,,,,0,0,0,10008,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,4,1,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
153,#CSO_standalone1,pve_standalone1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,i,env1,,,,,0,10,i,,0,3.3,3.3,,0,0,i,env1,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,,0,0,10003,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
154,#CSO_standalone2,pve_standalone2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,i,hs4_,0.001,0,0,0,0,10,i,,0,3.3,3.3,,0,0,i,hs4_,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,,0,0,10002,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
155,#cso_rising,ze_rising,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,f,construction_,0.001,18,16,23,0,32,f,,0,1,1,,1,0,,f,construction_,0.001,18,16,23,0,0,0,0,0,0,0,,,,0,,,0,,0,1,,,,0,0,0,,,,,10008,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,#CSO_memories1,zs_memories1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,i,trainyard,,,,,0,10,i,,0,3.3,3.3,,0,0,i,trainyard,,,,,i,0,0,0,10009,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
157,#CSO_memories2,zs_memories2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,i,trainyard,,,,,0,10,i,,0,3.3,3.3,,0,0,i,trainyard,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
158,#CSO_memories3,zs_memories3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,i,Moon,,,,,0,10,i,,0,3.3,3.3,,0,0,i,Moon,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
159,#CSO_trainfactory,dm_trainfactory,10009,10009,10009,10009,10009,10009,0,0,0,13,0,0,0,0,0,0,0,0,,,,,,,0,16,,,0,1,1,,0,0,,,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,2,8,,,0,0,0,,,,,,,,,,0,0,,0,0,0,0,1,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,#CSO_standalone3,pve_standalone3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,ze,0.00025,36,39,38,0,10,q,,0,1,1,,0,0,q,ze,0.00025,36,39,38,q,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,,0,0,10001,394,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
161,#CSO_warehouse,dm_warehouse,0,10010,10010,0,10010,10010,0,0,0,0,1,1,1,1,1,1,1,1,,,,,,,0,16,,,0,1,1,,1,0,,,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,,,,,20161,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,#CSO_suddendeath,fun_suddendeath,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,,,,,,0,32,,,0,1,1,,1,0,,,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,#CSO_anothertruth1,zs_anothertruth1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,NTDM2_,0.00001,35,53,83,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,10010,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
164,#CSO_anothertruth2,zs_anothertruth2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,NTDM2_,0.0004,26,33,45,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
165,#CSO_anothertruth3,zs_anothertruth3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,f,de_2storm,,,,,0,10,f,,0,3.3,3.3,,0,0,i,de_2storm,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
166,#CSO_outcity,zt_outcity,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,h,green,,,,,0,32,h,,0,1,1,,0,0,h,green,,,,,h,0,0,0,0,0,0,0,,,,0,,,0,,0,,,166,37,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,#CSO_greesia,zt_greesia,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,h,trainyard,,,,,0,32,h,,0,1,1,,0,0,h,trainyard,,,,,h,0,0,0,0,0,0,0,,,,0,,,0,,0,,,167,37,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,#CSO_bunnyyard,DM_bunnyyard,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,,,,,,0,16,,,0,1,1,,1,0,,,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,,,,,10003,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,#CSO_parking,DM_parking,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,,,,,,0,16,,,0,1,1,,1,0,,,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,,,,,10004,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,#CSO_bosschase,zs_bosschase,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,o,decoy,,,,,0,10,o,,0,2.8,2.9,,0,0,o,decoy,,,,,,0,0,0,10011,1,4,6,1,4,,0,,,0,10,0,,,,,0,0,0,5,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
171,#CSO_wintershelter,de_wintershelter,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,f,de_2storm,0.0015,63,56,34,0,32,i,"""320 64 -192 1472 -128 -96""",0,1,1,,1,0,h,hk,0.0006,63,56,34,k,0,0,10006,0,0,0,0,,,,0,,,0,,0,1,,,,0,20171,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,109,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,171,171
172,#CSO_lastride1,zs_lastride1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,NTDM2_,0.00001,35,53,83,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,10012,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
173,#CSO_lastride2,zs_lastride2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,NTDM2_,0.00001,35,53,83,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,3,0,,,,,0,0,0,5,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
174,#CSO_lastride3,zs_lastride3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,NTDM2_,0.00001,35,53,83,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
178,#CSO_rhyzome,ze_rhyzome,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,o,camo,,,,,0,32,o,,0,1,1,,1,0,o,camo,,,,,o,0,0,0,0,0,0,0,,,,0,,,0,,0,1,,,,0,0,0,,,,,10009,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,#CSO_farero,bzm_farero,0,20179,20179,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,o,sky03_,,,,,0,32,o,,0,1,1,,0,0,o,sky03_,,,,,o,0,0,0,0,0,0,0,,,,0,,,0,,0,,,,,20179,0,20179,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,20179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,179
180,#CSO_nightmaredlc_kr,zs_nightmaredlc_kr,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,trainyard,0.0002,10,15,18,0,10,l,,0,1,1,,0,0,l,trainyard,0.0002,10,15,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,1,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,#CSO_italy_event_zombi_3,cs_italy,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,g,hk,0.00095,15,12,9,0,32,h,,0,1.24,1.28,,1,0,j,hk,0.0007,15,12,9,j,0,0,0,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,#CSO_dust_event_zombi_3,de_dust,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,e,hk,0.001,0,0,0,0,32,j,"""1919 651 61 379 -1648 131""",0,1.19,1.23,,1,0,h,hk,0.0007,0,0,0,i,0,0,0,0,0,0,0,,,,0,,,0,,0,1,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,#CSO_memories1_ModeEvent,zs_memories1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,i,trainyard,,,,,0,10,i,,0,3.3,3.3,,0,0,i,trainyard,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
184,#CSO_memories2_ModeEvent,zs_memories2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,i,trainyard,,,,,0,10,i,,0,3.3,3.3,,0,0,i,trainyard,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
185,#CSO_memories3_ModeEvent,zs_memories3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,i,Moon,,,,,0,10,i,,0,3.3,3.3,,0,0,i,Moon,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
186,#CSO_italy_event2_zombi_3,cs_italy,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,g,hk,0.00095,15,12,9,0,20,h,,0,1.24,1.28,,1,0,j,hk,0.0007,15,12,9,j,0,0,0,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,#CSO_mschoi1,zs_mschoi1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,NTDM2_,0.00001,35,53,83,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,10013,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
188,#CSO_mschoi2,zs_mschoi2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,NTDM2_,0.00001,35,53,83,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
189,#CSO_mschoi3,zs_mschoi3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,NTDM2_,0.00001,35,53,83,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
190,#CSO_mirage,de_mirage,20190,20190,20190,20190,20190,20190,0,0,20190,0,1,1,1,1,1,1,1,1,o,hs_,0.0003,208,190,167,0,32,o,"""1456 -200 0 -992 -1656 16""",20190,1.19,1.23,,1,0,o,hs_,0.0003,208,190,167,o,0,0,10012,0,0,0,0,,,,0,,,0,,0,1,,,,20190,20190,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,20190,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0
191,#CSO_assault_event_zombi_3,cs_assault,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,h,hk,0.001,7,6,9,0,32,i,,0,1.2,1.21,,1,0,j,hk,0.0007,7,6,9,k,0,0,0,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,#CSO_estate_event_zombi_3,cs_estate,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,k,hk,0.0015,107,115,133,0,32,k,,0,1.18,1.2,,1,0,o,hk,0.0009,0,10,15,j,0,0,0,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,#CSO_deadcity_event_pve,zsh_deadcity_event_pve,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,o,trainyard,0,225,225,225,0,4,o,,0,0.6,0.6,,0,0,o,trainyard,225,225,225,0,o,0,0,0,0,0,0,0,0,0,,0,,,0,,0,,,,,0,0,0,,,,,,,,193,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,#CSO_victor1,zs_victor1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,g,vic_d_cloudy_,0.0006,66,66,66,0,10,g,,0,3.3,3.3,,0,0,g,vic_d_cloudy_,0.0006,66,66,66,g,0,0,0,10014,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
195,#CSO_victor2,zs_victor2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,e,vic_sunrise_,0.0004,75,125,200,0,10,e,,0,3.3,3.3,,0,0,e,vic_sunrise_,0.0004,75,125,200,e,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
196,#CSO_victor3,zs_victor3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,g,vic_dawn_,0.000025,125,125,125,0,10,g,,0,3.3,3.3,,0,0,g,vic_dawn_,0.000025,125,125,125,g,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
197,#cso_decoy_ModeEvent,zs_decoy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,,,,,,0,10,,,0,1,1,,0,0,,,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,2,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
198,#CSO_lusia1,zs_lusia1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,de_2storm,,,,,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,10015,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
199,#CSO_lusia2,zs_lusia2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,f,,,,,,0,10,f,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
200,#CSO_lusia3,zs_lusia3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,,,,,,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
201,#CSO_paranoia_FrozenEvent,zs_paranoia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,i,snowlake_,,,,,0,10,,,0,3.3,3.3,,0,0,,snowlake_,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,4,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
202,#CSO_playroom,fun_playroom,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,o,san_,,,,,0,32,o,,0,1,1,,1,0,o,,,,,,o,0,0,0,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
203,#CSO_carlito1,zs_carlito1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,de_2storm,,,,,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,10016,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
204,#CSO_carlito2,zs_carlito2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,de_2storm,,,,,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
205,#CSO_carlito3,zs_carlito3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,de_2storm,,,,,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
206,#CSO_dust_mini,bzm_dust_mini,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,k,hk,0.00005,0,0,0,0,20,k,,0,1.19,1.23,,1,k,hk,0.00005,15,12,9,0,k,0,0,0,0,0,0,0,,,,0,,,0,,0,0,,,,0,0,206,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,#CSO_italy_mini,bzm_italy_mini,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,i,hk,0.00005,15,12,9,0,20,i,,0,1.24,1.28,,1,k,hk,0.00005,15,12,9,9,i,0,0,0,0,0,0,0,,,,0,,,0,,0,0,,,,0,0,207,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
